target_cooler_condition,target_valve_condition,target_internal_pump_leakage,target_hydraulic_accumulator,ID_stable_flag,feature_ps1_mean,feature_ps1_std,feature_ps1_min,feature_ps1_max,feature_ps2_mean,feature_ps2_std,feature_ps2_min,feature_ps2_max,feature_fs1_mean,feature_fs1_std,feature_fs1_min,feature_fs1_max,feature_ts1_mean,feature_ts1_std,feature_ts1_min,feature_ts1_max,feature_vs1_mean,feature_vs1_std,feature_vs1_min,feature_vs1_max,feature_eps1_mean,feature_eps1_std,feature_eps1_min,feature_eps1_max,intermediate_ps3_mean,intermediate_ps3_std,intermediate_ps3_min,intermediate_ps3_max,intermediate_ps4_mean,intermediate_ps4_std,intermediate_ps4_min,intermediate_ps4_max,intermediate_ps5_mean,intermediate_ps5_std,intermediate_ps5_min,intermediate_ps5_max,intermediate_ps6_mean,intermediate_ps6_std,intermediate_ps6_min,intermediate_ps6_max,intermediate_fs2_mean,intermediate_fs2_std,intermediate_fs2_min,intermediate_fs2_max,intermediate_ts2_mean,intermediate_ts2_std,intermediate_ts2_min,intermediate_ts2_max,intermediate_ts3_mean,intermediate_ts3_std,intermediate_ts3_min,intermediate_ts3_max,intermediate_ts4_mean,intermediate_ts4_std,intermediate_ts4_min,intermediate_ts4_max,intermediate_ce_mean,intermediate_ce_std,intermediate_ce_min,intermediate_ce_max,intermediate_cp_mean,intermediate_cp_std,intermediate_cp_min,intermediate_cp_max,intermediate_se_mean,intermediate_se_std,intermediate_se_min,intermediate_se_max,ID_cycle
3,100,0,130,1,162.68507,18.885324,144.06,191.16,86.43318,57.87374,0.0,160.94,5.446672,3.8621092,0.0,19.415,43.744064,0.30175978,43.246,44.184,0.57680005,0.042256676,0.52,0.657,2521.8372,252.19804,2274.0,2905.4,2.1307604,0.28043813,1.383,4.836,0.0,0.0,0.0,0.0,9.060878,0.022445103,9.003,9.125,8.977556,0.022519512,8.922,9.041,9.954319,0.018836046,9.913,10.012,48.839664,0.12537952,48.566,48.984,45.4696,0.09656055,45.367,45.668,41.2306,0.08866298,41.074,41.336,17.923899,0.22371477,17.528,18.329,1.1378998,0.01637956,1.105,1.168,70.3955,3.8587084,57.286,80.731,10
3,100,0,130,1,162.58092,18.917448,143.93,191.06,86.296646,57.861076,0.0,164.73,5.4585505,3.8624835,0.0,19.707,44.296097,0.28713226,43.812,44.738,0.5848333,0.041489825,0.533,0.662,2516.217,253.23772,2266.8,2899.4,2.1289434,0.27389723,1.398,4.422,0.0,0.0,0.0,0.0,9.012707,0.022420786,8.955,9.076,8.930292,0.022502342,8.879,8.988,9.930386,0.014170093,9.891,9.972,49.36414,0.1208619,49.094,49.508,46.010933,0.0580176,45.945,46.141,41.6961,0.080213904,41.566,41.82,17.84167,0.19513524,17.42,18.231,1.1525999,0.01315192,1.123,1.183,70.410194,4.048315,56.77,80.972,11
3,100,0,130,1,162.55783,18.880941,144.01,191.08,86.26869,57.854786,0.0,163.84,5.450649,3.8664465,0.0,19.628,44.8287,0.2654389,44.398,45.25,0.59286666,0.043224797,0.539,0.681,2510.873,251.55331,2265.8,2891.4,2.1087518,0.26917204,1.398,4.367,0.0,0.0,0.0,0.0,8.974512,0.023796441,8.914,9.036,8.895245,0.024417121,8.835,8.958,9.911608,0.01669989,9.875,9.964,49.833603,0.11322079,49.57,49.969,46.4708,0.06566032,46.379,46.641,42.152603,0.07754594,41.984,42.25,17.524899,0.28020385,17.167,18.291,1.1515666,0.02018529,1.124,1.202,70.438095,3.9991345,57.32,81.327,12
3,100,0,130,1,162.51753,18.905088,143.98,191.0,86.2674,57.840675,0.0,166.67,5.4661517,3.8747833,0.0,20.121,45.29087,0.28325766,44.82,45.699,0.5975999,0.044086732,0.547,0.671,2508.259,251.86124,2263.6,2887.6,2.1021054,0.2622468,1.453,4.445,0.0,0.0,0.0,0.0,8.942727,0.02232215,8.896,9.005,8.865843,0.022410125,8.817,8.929,9.888298,0.017598156,9.844,9.943,50.289433,0.103439,50.035,50.41,46.9511,0.06961146,46.871,47.074,42.539997,0.055081714,42.473,42.648,17.552334,0.15526603,17.245,17.945,1.1749,0.012509604,1.152,1.212,70.49049,4.038159,57.017,81.367,13
3,100,0,130,1,162.40846,18.999655,143.61,190.94,86.1896,57.7851,0.0,166.99,5.4766245,3.897273,0.0,20.479,45.759365,0.26281726,45.301,46.125,0.5924333,0.04137526,0.536,0.671,2505.5112,253.84381,2257.8,2888.6,2.111053,0.2719861,1.352,4.422,0.0,0.0,0.0,0.0,8.907899,0.022035165,8.858,8.965,8.833915,0.022216152,8.785,8.893,9.853819,0.015273336,9.81,9.92,50.7454,0.10463984,50.492,50.836,47.394604,0.06165677,47.305,47.512,42.913372,0.056503296,42.805,43.043,17.589632,0.16365938,17.266,18.046,1.1923001,0.009274169,1.177,1.214,70.603424,3.9970868,57.186,81.222,14
3,100,0,130,1,162.31497,19.021748,143.15,190.98,86.12695,57.707577,0.0,167.12,5.4464192,3.8907409,0.0,20.479,46.1568,0.25166216,45.715,46.527,0.5920333,0.04202815,0.53,0.675,2502.9841,253.00937,2252.0,2885.6,2.102667,0.25903985,1.445,4.234,0.0,0.0,0.0,0.0,8.889914,0.0221686,8.844,8.95,8.814413,0.022849226,8.761,8.88,9.83464,0.015447223,9.793,9.877,51.12377,0.08739437,50.891,51.227,47.753033,0.043968793,47.645,47.832,43.25337,0.057901926,43.129,43.312,17.463434,0.25156498,17.171,18.222,1.1924669,0.018387921,1.171,1.243,70.52187,4.0527735,56.923,81.504,15
3,100,0,130,1,162.22061,19.015057,143.27,190.9,86.00476,57.66186,0.0,159.95,5.4476614,3.852883,0.0,19.561,46.522396,0.2447145,46.113,46.871,0.59196675,0.03970516,0.534,0.666,2501.0867,253.4056,2250.8,2885.4,2.0946257,0.26330563,1.445,4.344,0.0,0.0,0.0,0.0,8.891274,0.023296377,8.836,8.951,8.815059,0.023439147,8.759,8.877,9.796246,0.0178252,9.735,9.853,51.514935,0.100507885,51.301,51.594,48.10234,0.08167291,47.977,48.238,43.525528,0.04745547,43.391,43.574,17.53957,0.29516223,17.042,18.316,1.2085667,0.022604838,1.17,1.263,70.514366,3.9814951,57.073,81.33,16
3,100,0,130,1,162.31578,18.938314,143.36,190.89,86.11212,57.745155,0.0,162.94,5.427147,3.862314,0.0,19.757,46.863304,0.24921916,46.422,47.27,0.6099332,0.0499012,0.546,0.696,2500.7585,252.9129,2254.8,2885.8,2.0986936,0.2556485,1.445,4.375,0.0,0.0,0.0,0.0,8.8588,0.022500737,8.805,8.913,8.783364,0.023378614,8.725,8.839,9.781712,0.016108753,9.739,9.826,51.861065,0.09805433,51.605,51.945,48.46117,0.04467356,48.395,48.516,43.838535,0.06239055,43.723,43.98,17.508034,0.22915247,17.169,18.059,1.2210001,0.017612504,1.188,1.261,70.62589,4.049022,57.286,81.847,17
3,100,0,130,1,162.12056,19.081459,143.01,190.9,85.94827,57.657932,0.0,166.52,5.475118,3.8947845,0.0,20.343,47.179836,0.24314931,46.773,47.531,0.6079999,0.036546778,0.556,0.688,2495.9219,254.1202,2246.0,2881.4,2.0956538,0.25041112,1.43,4.406,0.0,0.0,0.0,0.0,8.837089,0.022497077,8.783,8.899,8.764449,0.023293573,8.705,8.821,9.755935,0.016251836,9.715,9.806,52.211296,0.08365161,52.004,52.289,48.790695,0.03611694,48.738,48.855,44.1201,0.04652348,44.039,44.207,17.439901,0.16711678,17.201,17.807,1.2286667,0.0136316605,1.21,1.261,70.49668,4.055991,57.043,81.559,18
3,100,0,130,1,162.07019,19.078709,143.06,190.8,85.87108,57.583664,0.0,157.73,5.4558344,3.8649688,0.0,19.874,47.471626,0.23477598,47.031,47.773,0.6147668,0.045710452,0.557,0.715,2494.572,254.84193,2245.8,2881.4,2.1003678,0.24907975,1.352,4.344,0.0,0.0,0.0,0.0,8.811108,0.022739777,8.76,8.87,8.740762,0.022939542,8.689,8.801,9.740338,0.014773529,9.699,9.782,52.49626,0.07946427,52.328,52.598,49.10696,0.07756616,48.996,49.258,44.396103,0.05020726,44.293,44.457,17.386467,0.2501763,17.042,17.979,1.2371,0.02005218,1.212,1.28,70.682076,4.1905246,56.469,81.708,19
3,100,0,130,1,162.11298,19.03468,143.2,190.82,85.93273,57.635063,0.0,166.47,5.435657,3.8892035,0.0,20.479,47.738335,0.230736,47.363,48.059,0.6272,0.046092223,0.55,0.706,2488.934,253.06079,2242.0,2875.6,2.1015165,0.25877553,1.422,4.406,0.0,0.0,0.0,0.0,8.848763,0.023420675,8.789,8.916,8.781071,0.02422586,8.72,8.851,9.670099,0.014874148,9.635,9.726,52.773605,0.090969175,52.586,52.848,49.34527,0.06643981,49.238,49.434,44.561935,0.04796653,44.449,44.621,17.507267,0.2552237,17.132,18.148,1.2471,0.018970769,1.224,1.29,70.6108,4.05958,57.2,81.57,20
3,100,0,130,1,162.05443,19.005308,143.11,190.89,85.86222,57.590992,0.0,160.49,5.447919,3.8559783,0.0,19.801,48.018696,0.23765735,47.617,48.344,0.63276666,0.03569564,0.577,0.712,2486.6868,252.5276,2242.0,2869.4,2.0967512,0.25638252,1.484,4.367,0.0,0.0,0.0,0.0,8.828466,0.022552097,8.776,8.892,8.758748,0.022818785,8.705,8.821,9.656951,0.015833206,9.619,9.699,53.015263,0.0860617,52.84,53.09,49.637657,0.038126487,49.582,49.68,44.72617,0.052075516,44.617,44.805,17.758635,0.19307558,17.556,18.255,1.2773666,0.015436936,1.263,1.318,70.874504,4.097734,57.411,81.855,21
3,100,0,130,1,162.07445,19.04847,143.13,190.85,85.91518,57.579144,0.0,166.6,5.4461274,3.8975956,0.0,20.479,48.24766,0.23227544,47.855,48.543,0.63726676,0.051787984,0.566,0.723,2483.6326,253.56117,2237.8,2867.4,2.0905619,0.26481277,1.43,4.336,0.0,0.0,0.0,0.0,8.8336315,0.024443282,8.778,8.896,8.763621,0.025181295,8.704,8.828,9.631331,0.015236413,9.59,9.683,53.22907,0.071699955,53.047,53.309,49.875732,0.035941828,49.824,49.934,44.88356,0.030004082,44.848,44.965,17.91567,0.13354681,17.765,18.247,1.2955,0.009156963,1.283,1.321,70.7557,3.9911318,57.903,81.893,22
3,100,0,130,1,162.0306,18.988426,143.43,190.8,85.88443,57.59456,0.0,160.16,5.425106,3.868453,0.0,19.905,48.470196,0.21752736,48.094,48.789,0.63476676,0.03130568,0.593,0.691,2482.5479,252.46065,2238.0,2865.4,2.0883443,0.26229048,1.398,4.312,0.0,0.0,0.0,0.0,8.820773,0.022744175,8.771,8.885,8.750189,0.023102902,8.698,8.818,9.614288,0.016106661,9.574,9.666,53.41347,0.06663325,53.25,53.484,50.082806,0.0508078,49.98,50.176,45.106968,0.021882381,45.051,45.145,17.767101,0.14630184,17.438,18.025,1.2904999,0.012727272,1.262,1.314,70.77304,4.20351,57.227,82.106,23
3,100,0,130,1,162.0634,18.988949,143.3,190.78,86.00974,57.572144,0.0,166.78,5.432497,3.892888,0.0,20.479,48.67881,0.22570698,48.289,48.988,0.6484334,0.03324523,0.602,0.722,2482.381,252.41144,2238.0,2867.8,2.0849552,0.26422125,1.344,4.375,0.0,0.0,0.0,0.0,8.805553,0.024764745,8.75,8.88,8.73477,0.024582958,8.678,8.812,9.608972,0.016779633,9.549,9.66,53.626034,0.067781396,53.441,53.687,50.274063,0.055107538,50.156,50.344,45.27373,0.037586696,45.203,45.316,17.727865,0.19245103,17.32,17.985,1.2943333,0.015786784,1.258,1.315,70.768074,3.994649,57.519,81.508,24
3,100,0,130,1,161.95448,19.009956,143.27,190.7,85.88761,57.485466,0.0,164.56,5.465263,3.8958523,0.0,20.318,48.866142,0.20287909,48.504,49.129,0.64863324,0.035198946,0.599,0.714,2481.158,253.11903,2236.0,2867.8,2.0169752,0.3181484,1.094,4.242,0.0,0.0,0.0,0.0,8.796051,0.023866264,8.735,8.861,8.726451,0.023699246,8.668,8.795,9.596671,0.018519593,9.552,9.64,53.824684,0.062167387,53.633,53.887,50.517235,0.06449161,50.41,50.609,45.3427,0.050634835,45.281,45.465,18.20717,0.22502057,17.792,18.548,1.3382999,0.017650586,1.299,1.363,70.72458,4.151968,57.189,81.84,25
3,100,0,130,1,161.88728,19.053139,141.47,190.79,85.80466,57.463802,0.0,165.65,5.451517,3.875211,0.0,20.479,49.058292,0.21496092,48.68,49.355,0.6562,0.04793982,0.595,0.762,2478.6157,253.01976,2235.6,2863.8,2.0116165,0.33411,1.18,4.289,0.0,0.0,0.0,0.0,8.796259,0.02341906,8.737,8.862,8.726987,0.022900773,8.674,8.8,9.572417,0.016616734,9.536,9.619,54.037838,0.08684166,53.859,54.117,50.71593,0.05884315,50.582,50.762,45.50127,0.040214084,45.383,45.547,18.24,0.26641706,17.692,18.711,1.3468335,0.021613391,1.299,1.38,70.64821,4.1307073,57.335,81.898,26
3,100,0,130,1,161.90025,19.045074,142.96,190.76,85.80479,57.49783,0.0,166.47,5.4735622,3.9215684,0.0,20.463,49.268494,0.215247,48.906,49.602,0.6354667,0.03584479,0.585,0.723,2478.9216,252.50157,2235.8,2865.4,2.019117,0.21947347,1.43,4.219,0.0,0.0,0.0,0.0,8.790266,0.024349116,8.733,8.861,8.722517,0.023817299,8.665,8.79,9.554873,0.017933888,9.496,9.611,54.208935,0.06603662,54.043,54.273,50.910263,0.057033595,50.836,51.004,45.592632,0.05635909,45.52,45.719,18.462767,0.21784665,18.152,18.89,1.3692667,0.018244512,1.342,1.404,70.7093,4.0443244,57.383,81.61,27
3,100,0,130,1,161.80382,19.115707,142.16,190.8,85.736115,57.408287,0.0,166.4,5.463699,3.8953187,0.0,20.479,49.404793,0.22204466,49.039,49.719,0.65096664,0.03669195,0.601,0.72,2475.5203,253.40482,2232.0,2861.6,2.0295212,0.2040738,1.352,4.242,0.0,0.0,0.0,0.0,8.784499,0.021883048,8.731,8.835,8.716657,0.02134432,8.661,8.771,9.5379,0.017698973,9.481,9.591,54.348633,0.06511786,54.125,54.418,51.037464,0.034313094,51.004,51.109,45.802,0.038814522,45.742,45.887,18.076332,0.15548764,17.72,18.287,1.3441665,0.013569778,1.313,1.369,70.7009,4.0429688,57.502,81.682,28
3,100,0,130,1,161.58331,19.247871,142.12,190.69,85.57282,57.291897,0.0,166.27,5.4666986,3.9020033,0.0,20.479,49.5905,0.21426727,49.203,49.879,0.6499001,0.03434564,0.607,0.726,2472.235,255.7083,2222.0,2861.6,2.0178845,0.20394875,1.422,4.281,0.0,0.0,0.0,0.0,8.776719,0.023240842,8.718,8.835,8.710453,0.022455283,8.649,8.771,9.529513,0.017645856,9.481,9.578,54.541897,0.08134282,54.363,54.625,51.16836,0.047567762,51.109,51.281,45.79954,0.04293913,45.699,45.887,18.443167,0.23273852,17.957,18.852,1.3780667,0.018563285,1.339,1.408,70.774826,4.103843,57.59,82.119,29
3,100,0,130,1,161.56183,19.246603,141.9,190.69,85.52735,57.27252,0.0,166.24,5.439857,3.869055,0.0,20.46,49.706997,0.21644232,49.316,49.996,0.65996665,0.05826119,0.599,0.804,2471.359,255.48523,2223.0,2863.8,2.0212548,0.18365267,1.555,4.289,0.0,0.0,0.0,0.0,8.765642,0.023048751,8.71,8.833,8.700168,0.022273172,8.648,8.767,9.517653,0.01701625,9.474,9.568,54.6178,0.05088276,54.461,54.691,51.338768,0.046266563,51.27,51.406,45.948368,0.028498715,45.871,45.969,18.478868,0.19481647,18.179,18.797,1.3808999,0.017002655,1.351,1.412,70.73543,4.115416,57.193,81.951,30
3,100,0,130,1,161.51303,19.261036,142.15,190.72,85.491936,57.24317,0.0,165.95,5.425707,3.8629816,0.0,20.253,49.808704,0.19874775,49.465,50.133,0.6397,0.04113891,0.592,0.712,2469.8196,256.13693,2220.0,2861.4,2.031618,0.18303068,1.531,4.258,0.0,0.0,0.0,0.0,8.762631,0.022031154,8.698,8.825,8.698387,0.021519475,8.637,8.755,9.5048275,0.018433023,9.459,9.554,54.745327,0.06485122,54.594,54.809,51.485096,0.042476982,51.418,51.531,46.136436,0.037079904,46.043,46.191,18.253069,0.1953694,17.841,18.657,1.3698002,0.016529582,1.341,1.4,70.76797,4.185738,57.371,82.523,31
3,100,0,130,1,161.586,19.234869,141.93,190.63,85.57421,57.31149,0.0,166.38,5.4648805,3.902953,0.0,20.479,49.94514,0.21105348,49.574,50.219,0.6463001,0.04048716,0.581,0.734,2470.2664,255.80988,2221.8,2861.6,2.021039,0.17861314,1.57,4.102,0.0,0.0,0.0,0.0,8.75901,0.022813644,8.694,8.827,8.694307,0.022298396,8.632,8.756,9.4969225,0.018282225,9.452,9.548,54.861004,0.061444122,54.695,54.937,51.552635,0.034129456,51.5,51.625,46.076405,0.07090536,45.957,46.18,18.709267,0.28988376,18.223,19.265,1.4053334,0.021912448,1.369,1.449,70.737595,4.1129866,57.215,82.179,32
3,100,0,130,1,161.50523,19.271544,142.13,190.58,85.46272,57.251038,0.0,166.38,5.4490356,3.8845544,0.0,20.479,50.059433,0.1943642,49.719,50.379,0.6541334,0.048752245,0.59,0.752,2468.805,255.44792,2221.8,2857.6,2.0208607,0.17335595,1.734,4.312,0.0,0.0,0.0,0.0,8.750508,0.024027713,8.688,8.82,8.685842,0.023503825,8.622,8.755,9.489169,0.017908359,9.429,9.538,55.01443,0.06626513,54.871,55.102,51.708725,0.07301359,51.605,51.828,46.26457,0.046919394,46.195,46.363,18.473867,0.2674169,17.889,18.947,1.3935667,0.020718243,1.356,1.426,70.64411,4.0908065,56.961,81.876,33
3,100,0,130,1,161.45154,19.276302,142.07,190.7,85.41256,57.203365,0.0,166.49,5.461719,3.9123223,0.0,20.479,50.19413,0.19210277,49.863,50.445,0.6829334,0.08082736,0.619,0.965,2467.5938,256.47617,2219.8,2861.4,2.0123596,0.17081873,1.695,4.102,0.0,0.0,0.0,0.0,8.7419815,0.022224598,8.686,8.804,8.6782465,0.022336442,8.625,8.737,9.473719,0.017814841,9.431,9.521,55.137962,0.07683562,54.953,55.223,51.8135,0.042164765,51.762,51.937,46.38393,0.07649156,46.203,46.48,18.422768,0.3122842,18.007,19.074,1.3877666,0.025697839,1.351,1.437,70.60363,4.0993786,57.025,82.005,34
3,100,0,130,1,161.42435,19.288193,142.2,190.58,85.40232,57.2158,0.0,166.31,5.440639,3.8729699,0.0,20.479,50.27466,0.1977251,49.961,50.539,0.6642334,0.06270443,0.596,0.841,2466.6343,255.71165,2218.0,2855.6,2.011207,0.17818315,1.68,4.266,0.0,0.0,0.0,0.0,8.746686,0.02171555,8.693,8.804,8.683586,0.021468738,8.631,8.741,9.467526,0.016166104,9.426,9.519,55.2396,0.059193935,55.066,55.305,51.924397,0.08451645,51.797,52.051,46.353104,0.054501247,46.289,46.453,18.859434,0.29326892,18.298,19.379,1.4238667,0.023071963,1.378,1.465,70.650635,4.1274714,57.064,82.355,35
3,100,0,130,1,161.40955,19.284801,141.69,190.56,85.35395,57.235092,0.0,164.99,5.4333906,3.8634856,0.0,20.423,50.37034,0.20688951,49.996,50.633,0.66780007,0.06353655,0.605,0.808,2467.0718,255.6501,2219.8,2855.6,2.0086432,0.1733647,1.672,4.352,0.0,0.0,0.0,0.0,8.744794,0.021971084,8.696,8.801,8.681731,0.021173544,8.635,8.736,9.4656925,0.015587639,9.426,9.509,55.362064,0.062004723,55.219,55.449,52.02927,0.0085364,52.016,52.055,46.520634,0.062042672,46.434,46.617,18.594,0.22191627,18.219,18.926,1.4061333,0.016750582,1.376,1.432,70.485886,4.017364,57.155,81.873,36
